stateId,spaceStatus,placeStatus,resolvedName,subcategoriesPrimary.name,address,postcode,validityTime.start,validityTime.end,verifiedTimesLast,verifiedTimes,placeId,placeCreationDate,spaceId,spaceCreationDate,latitude,longitude,entrances.main.floor,entrances.main.entranceMethod,hours,tel,emails,urls.website,urls.facebook,urls.instagram,urls.menu,urls.contact,urls.liveWeb,image,slug,description,name,genericName.id,genericName.name,chain.chainId,chain.name,chain.urls.website,parent.placeId,parent.name,parent.categoriesPrimary.id,parent.categoriesPrimary.name,tagsPrimary.id,tagsPrimary.name,subcategoriesPrimary.id,categoriesPrimary.id,categoriesPrimary.name,tags.id,tags.name,subcategories.id,subcategories.name,categories.id,categories.name,offerings.positive.id,offerings.positive.name,isStorefront,isInterior,isMobile
680fedfa30e6468482098964,Occupied,Operating,Choshni Bubble Tea,Coffee & Tea,2064 Bath Avenue,11214,2025-04-28T21:07:04Z,,2025-04-28T21:07:05Z,2025-04-28T21:07:05Z,680fedfa30e6468482098963,2025-04-28T21:07:06Z,59c114117b2a3677ef6e8a1f,2016-09-13T19:36:19Z,40.60011466,-73.99982352,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedfa30e6468482098963,https://calendre.imgix.net/f09983ed-c699-4eb5-a3f8-0b665b161cfc_image.png,,,Choshni Bubble Tea,,,,,,,,,,5511be7d3d42bd00030006d5,Bubble Tea Shop,58193af11c464c000357b1cc,59ea276af86351000446c403,Food,5511be7d3d42bd00030006d5,Bubble Tea Shop,58193af11c464c000357b1cc,Coffee & Tea,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedf730e6468482098952,Occupied,Operating,Bora Bora,Juice & Smoothies,1812 Bath Avenue,11214,2025-04-28T21:07:01Z,,2025-04-28T21:07:02Z,2025-04-28T21:07:02Z,680fedf730e6468482098950,2025-04-28T21:07:03Z,59c1140f7b2a3677ef6e83d3,2016-09-13T18:02:20Z,40.60355141,-74.00579455,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedf730e6468482098950,https://calendre.imgix.net/02fb29bd-667a-4c31-81e9-117aee7a9f19_image.png,,,Bora Bora,,,,,,,,,,59c1871ee41d550e7ccd7763,Juice Shop,5565be424052000003000011,59ea276af86351000446c403,Food,59c1871ee41d550e7ccd7763,Juice Shop,5565be424052000003000011,Juice & Smoothies,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedf730e6468482098953,Occupied,Operating,Gâ€™s Lounge & Bar,Bar,7606 Rockaway Blvd,11421,2025-04-28T21:07:01Z,,2025-04-28T21:07:02Z,2025-04-28T21:07:02Z,680fedf730e6468482098951,2025-04-28T21:07:03Z,5af246538be7070003ccaf4f,2018-05-09T00:52:35Z,40.68545772,-73.86394737,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedf730e6468482098951,https://calendre.imgix.net/51dd163e-fc4e-4b49-bead-b2608542ced8_image.png,,,Gâ€™s Lounge & Bar,,,,,,,,,,5511be4137345d00030005e3,Lounge,5511be4f3d42bd00030005f4,59ea28d4f86351000446c55f,Drinks,5511be4137345d00030005e3,Lounge,5511be4f3d42bd00030005f4,Bar,59ea28d4f86351000446c55f,Drinks,,,TRUE,FALSE,FALSE
680fedf68f8cb8a94bff5884,Occupied,Operating,Wanpo,Coffee & Tea,8418 18th Avenue,11214,2025-04-28T21:06:59Z,,2025-04-28T21:07:01Z,2025-04-28T21:07:01Z,680fedf68f8cb8a94bff5883,2025-04-28T21:07:02Z,59c1143c7b2a3677ef6f0b5c,2016-09-23T16:51:48Z,40.60833355,-74.0015184,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedf68f8cb8a94bff5883,https://calendre.imgix.net/ae98ac49-7e4b-4fae-858d-77f037b1fb40_image.png,,,Wanpo,,,,,,,,,,5511be8337345d000300070a,Tea Shop,58193af11c464c000357b1cc,59ea276af86351000446c403,Food,5511be8337345d000300070a,Tea Shop,58193af11c464c000357b1cc,Coffee & Tea,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedf28f8cb8a94bff5871,Occupied,Operating,Viva La Pizza,Restaurant,86 Nassau Ave,11222,2025-04-28T21:06:55Z,,2025-04-28T21:06:56Z,2025-04-28T21:06:56Z,680fedf28f8cb8a94bff586f,2025-04-28T21:06:58Z,59c111557b2a3677ef5f0459,2016-04-06T17:07:26Z,40.7237985,-73.95043642,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedf28f8cb8a94bff586f,https://calendre.imgix.net/1f90bf2b-26f0-44ac-be09-31b8a2392e7f_image.png,,,Viva La Pizza,,,,,,,,,,5511be4337345d00030005f0,Pizzeria,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be4337345d00030005f0,Pizzeria,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedf130e6468482098935,Occupied,Operating,CafÃ© Brume,Restaurant,80 Montague Street,11201,2025-04-28T21:06:54Z,,2025-04-28T21:06:55Z,2025-04-28T21:06:55Z,680fedf030e6468482098932,2025-04-28T21:06:56Z,59c10f087b2a3677ef538af9,2015-03-24T20:33:13Z,40.69520249,-73.99621083,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedf030e6468482098932,https://calendre.imgix.net/378796c6-6900-407e-bc14-51f630fc1974_image.png,,,CafÃ© Brume,,,,,,,,,,5511be6537345d0003000688,Austrian Restaurant,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be6537345d0003000688,Austrian Restaurant,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fede8d38851536ad8ffa8,Occupied,Operating,Grand Bagel Coffee Shop,Restaurant,895 Grand Street,,2025-04-28T21:06:46Z,,2025-04-28T21:06:47Z,2025-04-28T21:06:47Z,680fede8d38851536ad8ffa6,2025-04-28T21:06:48Z,59c1116c7b2a3677ef5fb3b2,2016-04-15T20:44:49Z,40.71263776,-73.9383039,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fede8d38851536ad8ffa6,https://calendre.imgix.net/e09dcb04-4664-48f6-8e49-9a45730888ef_image.png,,,Grand Bagel Coffee Shop,,,,,,,,,,5511be6537345d0003000689,Bagel Shop,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be6537345d0003000689,Bagel Shop,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680feddf30e64684820988eb,Occupied,Operating,The Forger Den,Restaurant,6301 10th Avenue,11219,2025-04-28T21:06:37Z,,2025-04-28T21:06:38Z,2025-04-28T21:06:38Z,680feddf30e64684820988ea,2025-04-28T21:06:39Z,59c116dc7b2a3677ef7c49a5,2017-07-21T17:16:46Z,40.63099185,-74.00687868,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680feddf30e64684820988ea,https://calendre.imgix.net/4230caaa-6848-4d65-952e-ca7516b4bd0a_image.png,,,The Forger Den,,,,,,,,,,5511be6d37345d00030006b2,Cafe,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be6d37345d00030006b2,Cafe,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedda8f8cb8a94bff5803,Occupied,Operating,Wang Wang Noodle Soup 2 Inc,Restaurant,6609 Fort Hamilton Pkwy,11219,2025-04-28T21:06:32Z,,2025-04-28T21:06:32Z,2025-04-28T21:06:32Z,680fedd98f8cb8a94bff5802,2025-04-28T21:06:33Z,59c116dc7b2a3677ef7c4b0c,2017-07-21T17:45:48Z,40.62984954,-74.01011573,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedd98f8cb8a94bff5802,https://calendre.imgix.net/8b041552-8334-4643-b188-f168d32e94b1_image.png,,,Wang Wang Noodle Soup 2 Inc,,,,,,,,,,5511be7737345d00030006df,Chinese Restaurant,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be7737345d00030006df,Chinese Restaurant,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedd9d38851536ad8ff6c,Occupied,Operating,Grace & Ruby's,Bar,134 Kingsland Avenue,11222,2025-04-28T21:06:30Z,,2025-04-28T21:06:31Z,2025-04-28T21:06:31Z,680fedd8d38851536ad8ff6a,2025-04-28T21:06:32Z,59c10e907b2a3677ef525009,2015-03-24T19:46:21Z,40.72102243,-73.94075993,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedd8d38851536ad8ff6a,https://calendre.imgix.net/14547c67-7aaf-4a0e-bc80-c102fa7ae791_image.png,,,Grace & Ruby's,,,,,,,,,,5511be4f3d42bd00030005f4,Bar,5511be4f3d42bd00030005f4,59ea28d4f86351000446c55f,Drinks,5511be4f3d42bd00030005f4,Bar,5511be4f3d42bd00030005f4,Bar,59ea28d4f86351000446c55f,Drinks,,,TRUE,FALSE,FALSE
680fedd9d38851536ad8ff6b,Occupied,Operating,Bubalu Bar & Lounge,Bar,2943 Fulton Street,11207,2025-04-28T21:06:30Z,,2025-04-28T21:06:31Z,2025-04-28T21:06:31Z,680fedd8d38851536ad8ff69,2025-04-28T21:06:32Z,5aff1eb7f0c74a0003ce2ca8,2018-05-18T18:43:03Z,40.67953596,-73.8861832,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedd8d38851536ad8ff69,https://calendre.imgix.net/1b878c9c-44c7-464f-9713-793c40a3be1c_image.png,,,Bubalu Bar & Lounge,,,,,,,,,,5511be4f3d42bd00030005f4,Bar,5511be4f3d42bd00030005f4,59ea28d4f86351000446c55f,Drinks,5511be4f3d42bd00030005f4,Bar,5511be4f3d42bd00030005f4,Bar,59ea28d4f86351000446c55f,Drinks,,,TRUE,FALSE,FALSE
680fedd6d38851536ad8ff61,Occupied,Operating,Mama Dora,Bar,23 E Tremont Ave,10453,2025-04-28T21:06:27Z,,2025-04-28T21:06:29Z,2025-04-28T21:06:29Z,680fedd6d38851536ad8ff5f,2025-04-28T21:06:30Z,5af60232f4c9d30003825abb,2018-05-11T20:50:58Z,40.85149817,-73.90847241,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedd6d38851536ad8ff5f,https://calendre.imgix.net/411a20d7-a60a-4d7e-83d9-e69aac5c7924_image.png,,,Mama Dora,,,,,,,,,,5511be4f3d42bd00030005f4,Bar,5511be4f3d42bd00030005f4,59ea28d4f86351000446c55f,Drinks,5511be4f3d42bd00030005f4,Bar,5511be4f3d42bd00030005f4,Bar,59ea28d4f86351000446c55f,Drinks,,,TRUE,FALSE,FALSE
680fedd2d38851536ad8ff50,Occupied,Operating,All Blues,Bar,87 Walker St,10013,2025-04-28T21:06:24Z,,2025-04-28T21:06:25Z,2025-04-28T21:06:25Z,680fedd2d38851536ad8ff4e,2025-04-28T21:06:26Z,59c110637b2a3677ef58aa01,2016-01-11T18:06:14Z,40.71804862,-74.00142948,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedd2d38851536ad8ff4e,https://calendre.imgix.net/87539803-fa2c-4f45-9f09-cf22afb64e34_image.png,,,All Blues,,,,,,,,,,5511be4f3d42bd00030005f4,Bar,5511be4f3d42bd00030005f4,59ea28d4f86351000446c55f,Drinks,5511be4f3d42bd00030005f4,Bar,5511be4f3d42bd00030005f4,Bar,59ea28d4f86351000446c55f,Drinks,,,TRUE,FALSE,FALSE
680fedce8f8cb8a94bff57d3,Occupied,Operating,Power Bowls,Restaurant,29 John Street,10038,2025-04-28T21:06:19Z,,2025-04-28T21:06:21Z,2025-04-28T21:06:21Z,680fedce8f8cb8a94bff57d1,2025-04-28T21:06:22Z,59c110937b2a3677ef59cd90,2016-01-27T18:59:22Z,40.70976224,-74.0086242,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedce8f8cb8a94bff57d1,https://calendre.imgix.net/16ad3a5c-721a-4cea-bce4-08ac16a9b479_image.png,,,Power Bowls,,,,,,,,,,5511be5e3d42bd0003000634,Korean Restaurant,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be5e3d42bd0003000634,Korean Restaurant,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedcd8f8cb8a94bff57cf,Occupied,Operating,Silky Kitchen,Restaurant,12 John St,10038,2025-04-28T21:06:18Z,,2025-04-28T21:06:20Z,2025-04-28T21:06:20Z,680fedcd8f8cb8a94bff57ce,2025-04-28T21:06:21Z,59c10eb77b2a3677ef52a95d,2015-03-24T19:56:00Z,40.70985516,-74.00899242,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedcd8f8cb8a94bff57ce,https://calendre.imgix.net/a98d51f7-eee3-4435-9a3f-6d3b05e318aa_image.png,,,Silky Kitchen,,,,,,,,,,5511be7737345d00030006df,Chinese Restaurant,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be7737345d00030006df,Chinese Restaurant,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedcd30e6468482098899,Occupied,Operating,NoPlates,Coffee & Tea,12 John Street,10038,2025-04-28T21:06:19Z,,2025-04-28T21:06:20Z,2025-04-28T21:06:20Z,680fedcd30e6468482098898,2025-04-28T21:06:21Z,59c10eb77b2a3677ef52a8ee,2015-03-24T19:55:59Z,40.70991932,-74.00908453,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedcd30e6468482098898,https://calendre.imgix.net/a00d0d85-7ac7-4535-b42d-e0854cf46d37_image.png,,,NoPlates,,,,,,,,,,5511be5237345d0003000636,Coffee Shop,58193af11c464c000357b1cc,59ea276af86351000446c403,Food,5511be5237345d0003000636,Coffee Shop,58193af11c464c000357b1cc,Coffee & Tea,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedcad38851536ad8ff2f,Occupied,Operating,M Fruit Tea,Coffee & Tea,3 Maiden Lane,10038,2025-04-28T21:06:15Z,,2025-04-28T21:06:17Z,2025-04-28T21:06:17Z,680fedcad38851536ad8ff2d,2025-04-28T21:06:18Z,59c110a97b2a3677ef5a5a7a,2016-02-04T15:57:38Z,40.70967906,-74.00954129,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedcad38851536ad8ff2d,https://calendre.imgix.net/1df80e36-5087-404a-9be3-3c6a10df38ca_image.png,,,M Fruit Tea,,,,,,,,,,5511be7d3d42bd00030006d5,Bubble Tea Shop,58193af11c464c000357b1cc,59ea276af86351000446c403,Food,5511be7d3d42bd00030006d5,Bubble Tea Shop,58193af11c464c000357b1cc,Coffee & Tea,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedca30e646848209888c,Occupied,Operating,Patis,Restaurant,160 Broadway,10038,2025-04-28T21:06:15Z,,2025-04-28T21:06:17Z,2025-04-28T21:06:17Z,680fedca30e646848209888b,2025-04-28T21:06:18Z,59c1108e7b2a3677ef59ad77,2016-01-26T17:44:46Z,40.70940934,-74.0101641,-1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedca30e646848209888b,https://calendre.imgix.net/267812c6-24e3-4ae8-8d3c-655411b3d109_image.png,,,Patis,,,,,,,,,,5511be6d37345d00030006b2,Cafe,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be6d37345d00030006b2,Cafe,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedc88f8cb8a94bff57bb,Occupied,Operating,Apollo Bagels,Restaurant,41 John Street,10038,2025-04-28T21:06:13Z,,2025-04-28T21:06:15Z,2025-04-28T21:06:15Z,680fedc88f8cb8a94bff57b9,2025-04-28T21:06:16Z,59c110937b2a3677ef59cf09,2016-01-27T19:13:05Z,40.70939063,-74.00810616,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedc88f8cb8a94bff57b9,https://calendre.imgix.net/6a87f1b6-588f-47be-897d-3e1c370a294a_image.png,,,Apollo Bagels,,,,,,,,,,5511be6537345d0003000689,Bagel Shop,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be6537345d0003000689,Bagel Shop,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedc230e646848209886b,Occupied,Operating,Sift,Sweets & Desserts,88 Fulton St,10038,2025-04-28T21:06:08Z,,2025-04-28T21:06:09Z,2025-04-28T21:06:09Z,680fedc230e6468482098869,2025-04-28T21:06:10Z,59c10fcb7b2a3677ef55efe0,2015-07-08T15:45:19Z,40.70913739,-74.00579403,-1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedc230e6468482098869,https://calendre.imgix.net/b22f0412-a459-4b29-8fc7-2a71d386cde9_image.png,,,Sift,,,,,,,,,,5511be8737345d0003000722,Pastry Shop,56252e42a61e5400030050fd,59ea276af86351000446c403,Food,5511be8737345d0003000722,Pastry Shop,56252e42a61e5400030050fd,Sweets & Desserts,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
680fedc130e6468482098865,Occupied,Operating,Grocery Emmanual,Restaurant,104-12 Jamaica,,2025-04-28T21:06:06Z,,2025-04-28T21:06:08Z,2025-04-28T21:06:08Z,680fedc130e6468482098864,2025-04-28T21:06:09Z,59c115a67b2a3677ef7695cd,2017-03-09T16:08:36Z,40.69509433,-73.84291635,1,fixed,,,,,,,,,https://share.livexyz.com/venue/680fedc130e6468482098864,https://calendre.imgix.net/c3e2d333-2907-4e97-8870-55ba576a0263_image.png,,,Grocery Emmanual,,,,,,,,,,5511be3f3d42bd00030005af,Latin American Restaurant,5511be633d42bd000300064e,59ea276af86351000446c403,Food,5511be3f3d42bd00030005af,Latin American Restaurant,5511be633d42bd000300064e,Restaurant,59ea276af86351000446c403,Food,,,TRUE,FALSE,FALSE
